,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6855.jpg,22.775507
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6889.jpg,23.102041
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6893.jpg,9.569944
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6892.jpg,22.80968
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6905.jpg,22.617607
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6903.jpg,22.146938
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6901.jpg,19.604082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6907.jpg,22.678467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6899.jpg,22.225475
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6896.jpg,21.438759
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6916.jpg,23.439877
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6911.jpg,17.817993
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6919.jpg,22.135075
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6922.jpg,22.641363
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6920.jpg,22.788532
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6912.jpg,22.85561
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6918.jpg,22.796839
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6890.jpg,22.424528
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6923.jpg,19.160583
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6933.jpg,21.652754
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6932.jpg,22.012672
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6924.jpg,21.437824
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6925.jpg,21.631077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6936.jpg,20.89072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6941.jpg,19.913486
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6937.jpg,17.87953
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6943.jpg,18.12612
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6939.jpg,22.781948
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6940.jpg,21.989586
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6951.jpg,20.310818
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6959.jpg,18.506516
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6952.jpg,20.969109
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6957.jpg,21.668608
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6947.jpg,21.251938
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6972.jpg,18.411907
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6962.jpg,23.054379
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6963.jpg,18.136602
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6974.jpg,18.508741
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6964.jpg,23.100986
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6976.jpg,21.294708
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6983.jpg,21.94264
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6985.jpg,23.126207
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6987.jpg,22.250315
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6977.jpg,23.069794
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6986.jpg,21.793352
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6984.jpg,22.349342
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6988.jpg,21.073385
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6992.jpg,22.74413
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6991.jpg,20.668427
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6995.jpg,22.019623
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6989.jpg,23.27073
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7000.jpg,20.87843
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7012.jpg,23.164684
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/6998.jpg,22.057188
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7011.jpg,12.390565
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7002.jpg,23.143188
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7007.jpg,14.866144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7016.jpg,20.086298
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7021.jpg,21.913784
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7014.jpg,22.14607
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7020.jpg,20.740019
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7023.jpg,19.68288
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7025.jpg,22.349926
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7028.jpg,20.740019
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7031.jpg,21.994146
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7035.jpg,22.018784
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7041.jpg,21.087706
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7043.jpg,22.968975
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7045.jpg,19.021896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7046.jpg,20.63195
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7048.jpg,21.586529
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7050.jpg,22.788403
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7044.jpg,21.420155
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7051.jpg,20.034351
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7052.jpg,21.860641
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7054.jpg,20.547537
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7056.jpg,19.927639
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7068.jpg,23.045248
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7063.jpg,23.201437
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7058.jpg,23.914316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7070.jpg,23.292665
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7030.jpg,18.835682
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7066.jpg,23.148941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7077.jpg,22.981043
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7076.jpg,21.071362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7079.jpg,22.634033
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7074.jpg,23.026974
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7072.jpg,22.300404
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7075.jpg,22.195688
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7086.jpg,23.262894
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7096.jpg,22.602215
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7092.jpg,21.657495
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7093.jpg,23.132065
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7104.jpg,22.980654
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7099.jpg,20.271385
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7100.jpg,21.453537
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7091.jpg,23.233782
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7108.jpg,22.006752
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7106.jpg,23.382666
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7115.jpg,20.990902
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7112.jpg,22.872852
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7116.jpg,20.356277
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7119.jpg,21.894413
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7122.jpg,22.58165
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7123.jpg,19.383173
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7129.jpg,18.757988
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7128.jpg,18.757988
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7130.jpg,23.196533
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7143.jpg,22.557518
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7145.jpg,20.691032
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7137.jpg,21.445608
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7148.jpg,18.35641
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7141.jpg,21.865316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7149.jpg,23.271614
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7151.jpg,23.151007
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7155.jpg,22.812876
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7158.jpg,22.922066
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7154.jpg,21.39984
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7153.jpg,22.718876
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7172.jpg,8.973038
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7165.jpg,20.661898
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7169.jpg,23.127962
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7176.jpg,22.343712
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7190.jpg,20.117184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7182.jpg,21.338135
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7175.jpg,21.670727
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7191.jpg,21.763968
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7193.jpg,20.448826
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7194.jpg,22.593935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7197.jpg,11.975213
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7198.jpg,22.525688
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7200.jpg,21.442347
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7195.jpg,21.945038
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7202.jpg,21.394375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7203.jpg,22.84626
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7211.jpg,22.182045
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7204.jpg,22.182045
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7212.jpg,21.69208
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7206.jpg,21.253378
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7205.jpg,23.444637
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7215.jpg,22.700623
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7218.jpg,22.849937
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7217.jpg,22.415546
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7220.jpg,23.322441
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7214.jpg,21.161108
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7219.jpg,22.339619
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7221.jpg,23.329784
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7232.jpg,23.160372
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7223.jpg,23.461147
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7222.jpg,23.448002
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7228.jpg,21.48132
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7225.jpg,23.160372
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7235.jpg,23.075117
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7234.jpg,20.115776
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7233.jpg,22.871326
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7239.jpg,23.444637
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7236.jpg,22.953287
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7237.jpg,22.537098
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7241.jpg,22.665894
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7238.jpg,23.515686
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7247.jpg,23.16013
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7245.jpg,19.293657
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7242.jpg,22.772715
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7246.jpg,22.828548
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7250.jpg,22.369457
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7248.jpg,22.111969
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7254.jpg,22.984123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7251.jpg,23.301184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7253.jpg,22.197803
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7256.jpg,23.053896
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7261.jpg,21.499134
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7252.jpg,17.61884
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7263.jpg,22.812206
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7266.jpg,22.948658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7267.jpg,22.948658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7271.jpg,23.114761
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7264.jpg,21.676891
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7265.jpg,23.243208
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7275.jpg,23.461185
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7276.jpg,22.129341
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7282.jpg,19.716015
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7281.jpg,22.69159
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7286.jpg,22.948175
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7287.jpg,22.363789
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7293.jpg,23.214865
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7285.jpg,23.101677
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7280.jpg,20.845636
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7291.jpg,23.187916
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7294.jpg,22.475758
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7303.jpg,22.57979
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7296.jpg,21.65664
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7301.jpg,22.165508
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7297.jpg,22.10075
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7304.jpg,23.073732
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7300.jpg,20.758419
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7307.jpg,22.24349
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7306.jpg,21.583555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7305.jpg,23.252487
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7310.jpg,23.131254
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7314.jpg,22.289652
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7312.jpg,22.31459
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7318.jpg,22.687477
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7320.jpg,21.730465
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7321.jpg,23.316212
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7311.jpg,22.605522
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7317.jpg,22.421946
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7322.jpg,22.65025
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7308.jpg,22.778543
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7328.jpg,21.633057
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7326.jpg,21.81656
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7330.jpg,22.302372
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7335.jpg,22.427052
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7323.jpg,23.56652
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7331.jpg,21.939594
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7336.jpg,22.251812
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7332.jpg,21.757458
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7329.jpg,21.869366
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7338.jpg,23.02143
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7339.jpg,21.445177
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7341.jpg,23.142513
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7342.jpg,23.142513
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7343.jpg,21.10754
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7337.jpg,22.529694
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7354.jpg,22.251812
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7353.jpg,22.364288
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7351.jpg,21.534866
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7350.jpg,23.018661
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7361.jpg,23.059082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7356.jpg,20.990177
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7359.jpg,21.875282
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7360.jpg,21.890484
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7355.jpg,19.784754
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7357.jpg,23.250526
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7365.jpg,21.755375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7362.jpg,22.983627
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7364.jpg,23.454052
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7366.jpg,21.366032
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7375.jpg,22.305243
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7377.jpg,18.114105
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7386.jpg,21.93221
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7380.jpg,23.153404
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7376.jpg,22.48284
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7370.jpg,22.752167
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7391.jpg,22.115398
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7387.jpg,23.319008
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7389.jpg,22.589123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7388.jpg,23.319008
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7392.jpg,22.346592
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7394.jpg,22.308517
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7393.jpg,22.161514
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7398.jpg,23.456846
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7397.jpg,23.282835
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7395.jpg,22.32795
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7400.jpg,22.486834
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7403.jpg,21.601498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7404.jpg,21.940207
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7412.jpg,22.949524
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7413.jpg,19.817423
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7411.jpg,21.300156
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7405.jpg,21.629545
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7407.jpg,22.10821
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7409.jpg,23.709139
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7418.jpg,23.33794
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7417.jpg,23.133188
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7419.jpg,23.100224
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7414.jpg,21.773579
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7421.jpg,22.230911
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7415.jpg,21.336185
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7430.jpg,21.421055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7433.jpg,19.505215
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7434.jpg,22.801567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7422.jpg,21.901976
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7435.jpg,20.838806
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7437.jpg,22.618513
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7439.jpg,22.246054
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7440.jpg,22.927755
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7441.jpg,21.445984
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7442.jpg,21.806799
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7427.jpg,15.478786
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7452.jpg,21.57681
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7444.jpg,23.199036
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7447.jpg,21.501266
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7448.jpg,22.854498
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7453.jpg,23.277596
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7445.jpg,22.927895
