,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7454.jpg,21.501266
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7459.jpg,22.032833
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7457.jpg,22.323019
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7456.jpg,20.803316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7466.jpg,17.870148
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7465.jpg,22.461655
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7470.jpg,23.264898
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7468.jpg,17.402273
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7463.jpg,20.071564
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7472.jpg,23.049765
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7471.jpg,22.792187
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7473.jpg,23.151474
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7482.jpg,20.572594
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7481.jpg,21.142414
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7480.jpg,20.715954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7474.jpg,21.874794
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7478.jpg,20.312489
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7485.jpg,23.138903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7491.jpg,21.353828
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7486.jpg,23.037601
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7484.jpg,18.637684
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7498.jpg,22.58072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7496.jpg,21.982613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7503.jpg,21.889986
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7510.jpg,16.929375
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7502.jpg,21.26873
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7504.jpg,22.476196
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7499.jpg,21.265953
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7505.jpg,22.65669
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7518.jpg,22.308186
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7514.jpg,22.528708
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7516.jpg,21.637379
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7512.jpg,18.97067
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7511.jpg,22.689579
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7530.jpg,22.523613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7519.jpg,21.475693
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7521.jpg,22.541916
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7535.jpg,22.970879
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7526.jpg,20.614937
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7543.jpg,23.045048
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7522.jpg,22.95241
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7551.jpg,19.325806
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7549.jpg,23.310362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7536.jpg,22.888536
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7547.jpg,21.366701
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7552.jpg,22.200506
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7562.jpg,19.769077
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7559.jpg,21.321861
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7565.jpg,22.630243
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7554.jpg,22.25832
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7567.jpg,22.640963
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7553.jpg,22.208935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7568.jpg,15.382242
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7572.jpg,22.201426
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7575.jpg,22.784954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7578.jpg,22.54537
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7561.jpg,21.661999
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7581.jpg,21.91232
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7569.jpg,19.81283
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7583.jpg,22.139456
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7588.jpg,23.00489
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7584.jpg,22.782206
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7592.jpg,16.289986
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7589.jpg,22.450954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7596.jpg,22.66674
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7599.jpg,22.593935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7593.jpg,22.887573
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7594.jpg,23.310362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7603.jpg,22.63215
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7602.jpg,23.331377
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7614.jpg,23.109638
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7615.jpg,22.080046
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7609.jpg,22.694706
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7616.jpg,22.080046
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7621.jpg,22.348219
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7624.jpg,21.044615
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7627.jpg,22.98275
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7639.jpg,23.16264
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7635.jpg,23.138714
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7632.jpg,16.822268
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7628.jpg,21.414452
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7631.jpg,21.892557
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7630.jpg,23.364708
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7641.jpg,22.333286
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7655.jpg,17.762226
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7660.jpg,21.616093
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7642.jpg,22.950377
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7661.jpg,21.414999
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7653.jpg,22.841768
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7662.jpg,22.771858
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7670.jpg,22.96192
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7677.jpg,22.985367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7681.jpg,22.38728
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7690.jpg,23.1541
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7671.jpg,22.691826
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7686.jpg,22.355295
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7688.jpg,16.796062
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7683.jpg,22.85555
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7689.jpg,13.557814
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7701.jpg,21.251534
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7698.jpg,20.628342
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7695.jpg,23.023258
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7702.jpg,22.630882
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7706.jpg,23.244692
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7696.jpg,21.7985
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7710.jpg,21.56268
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7713.jpg,22.91361
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7711.jpg,22.96595
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7709.jpg,23.668055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7718.jpg,22.540411
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7724.jpg,15.620247
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7714.jpg,23.084257
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7725.jpg,22.85351
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7727.jpg,22.586922
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7736.jpg,22.312363
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7733.jpg,22.80456
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7734.jpg,23.49658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7726.jpg,22.146309
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7741.jpg,19.974575
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7750.jpg,21.64311
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7740.jpg,21.420992
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7749.jpg,23.519283
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7739.jpg,22.858965
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7712.jpg,21.338165
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7746.jpg,22.789211
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7768.jpg,22.692406
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7753.jpg,23.648533
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7765.jpg,23.00835
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7764.jpg,22.269888
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7751.jpg,20.784718
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7760.jpg,23.187916
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7778.jpg,22.075298
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7769.jpg,20.77968
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7774.jpg,22.974283
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7776.jpg,14.638849
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7777.jpg,18.242683
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7773.jpg,23.352402
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7785.jpg,20.715954
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7780.jpg,21.928743
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7784.jpg,21.800875
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7791.jpg,22.929922
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7797.jpg,22.91214
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7799.jpg,20.77906
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7795.jpg,23.59761
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7802.jpg,21.641169
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7801.jpg,21.542713
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7803.jpg,21.31552
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7805.jpg,15.742416
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7806.jpg,23.093891
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7804.jpg,22.541529
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7808.jpg,22.460567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7809.jpg,20.871208
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7813.jpg,22.73093
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7815.jpg,21.698328
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7816.jpg,23.31447
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7819.jpg,23.220507
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7825.jpg,22.1132
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7828.jpg,23.136578
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7820.jpg,21.921362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7831.jpg,19.828972
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7830.jpg,23.62397
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7833.jpg,18.831732
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7836.jpg,18.708208
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7834.jpg,23.405184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7832.jpg,22.291466
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7842.jpg,22.503075
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7841.jpg,11.842385
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7838.jpg,19.828972
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7844.jpg,19.003996
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7848.jpg,23.235191
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7853.jpg,21.722034
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7847.jpg,22.841732
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7850.jpg,21.729145
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7863.jpg,22.491901
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7855.jpg,22.768871
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7858.jpg,23.32386
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7862.jpg,23.306204
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7857.jpg,23.039185
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7866.jpg,21.713839
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7871.jpg,22.491901
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7870.jpg,23.568413
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7872.jpg,22.037264
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7873.jpg,23.42848
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7867.jpg,21.40099
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7878.jpg,23.471256
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7883.jpg,21.389061
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7875.jpg,21.16435
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7887.jpg,22.789862
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7881.jpg,23.541088
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7891.jpg,22.19901
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7877.jpg,22.949343
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7893.jpg,20.406816
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7897.jpg,19.764885
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7895.jpg,20.406816
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/7884.jpg,20.608599
