,CS,ECS,FS,LS,MS
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2974.jpg,0.0001294421,0.0012928365,0.7842366,0.00028305667,0.21405807
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2976.jpg,0.8001697,0.07455953,0.038248673,0.010150993,0.07687107
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2972.jpg,0.0010152053,0.00046172828,0.72189623,0.2753982,0.0012286574
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2977.jpg,0.9604851,0.004530494,0.00043252157,0.0004294365,0.034122378
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2981.jpg,0.0026246225,0.0010297267,0.05873364,0.9353928,0.002219171
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2983.jpg,0.122462064,0.4965284,0.25769907,0.06301294,0.06029756
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2979.jpg,0.037373763,0.032144908,0.2430541,0.0165543,0.6708729
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2984.jpg,0.38301107,0.001914547,0.05686533,0.0014857108,0.55672336
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2986.jpg,0.003658635,0.0014779973,0.016755259,7.281211e-05,0.97803533
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2988.jpg,0.9998313,0.000106414125,4.1186476e-07,2.7678465e-07,6.161662e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2989.jpg,0.16046569,0.072759844,0.03333651,0.005059491,0.7283784
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2990.jpg,0.07865999,0.4584483,0.38858056,0.018611316,0.05569978
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2992.jpg,0.0022325485,0.00031654054,0.9755358,0.021297483,0.00061772467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2995.jpg,0.032590665,0.0014173574,0.100596786,0.008115554,0.8572797
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2985.jpg,0.00016597322,0.00022148987,0.00036420836,0.99922574,2.264974e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2993.jpg,0.0011211752,0.001110439,0.035964612,0.0050082006,0.9567955
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2982.jpg,0.9972344,0.0010072045,0.00013085017,0.00014522215,0.0014823144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2994.jpg,0.0008967305,0.0013429706,0.0021565799,0.0012459634,0.99435776
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2996.jpg,6.504774e-06,4.3042255e-06,0.0006542051,3.2905384e-06,0.9993316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2997.jpg,0.0022005858,0.00030334407,0.0053741974,0.00011283971,0.99200904
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2999.jpg,0.000734261,0.00081431924,0.0058658025,0.0024380353,0.99014753
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/2998.jpg,0.013102503,0.009322614,0.14500816,0.006754458,0.8258123
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3000.jpg,0.00024423917,0.00010781292,0.56961584,7.163024e-05,0.4299604
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3003.jpg,0.16957167,0.009983248,0.00095231796,7.129604e-05,0.8194214
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3007.jpg,0.041339256,0.11464757,0.0025738117,0.00061151496,0.84082794
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3010.jpg,0.0025459228,0.0016938455,0.5865831,0.3951702,0.014006916
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3009.jpg,8.440742e-05,6.896074e-05,0.81392896,0.00021882012,0.18569891
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3002.jpg,0.16957167,0.009983248,0.00095231796,7.129604e-05,0.8194214
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3008.jpg,0.5884703,0.02970352,0.007992594,0.002001184,0.37183243
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3017.jpg,0.00033690792,7.983034e-05,0.006799308,1.7097575e-05,0.99276686
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3011.jpg,9.1968046e-05,5.5947774e-05,0.20725593,0.0006374054,0.7919588
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3023.jpg,0.0020395461,0.0026405659,0.65356904,0.0026353593,0.33911544
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3015.jpg,0.026057743,0.7743803,0.022545867,0.003719956,0.17329606
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3018.jpg,0.018175058,0.030708292,0.20323922,0.74427474,0.0036026454
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3021.jpg,0.0077459146,0.0021194152,0.006415033,0.00056010514,0.9831596
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3022.jpg,0.0010709394,0.00032201337,0.3462691,0.00052377605,0.6518141
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3030.jpg,0.00012824628,0.0015518933,0.3144742,0.00020853781,0.68363714
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3020.jpg,0.14598589,0.0068961717,0.00080683286,0.00013748695,0.8461736
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3028.jpg,0.13567372,0.0032242578,0.0024173853,0.0003388096,0.85834587
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3031.jpg,0.005187572,0.005123848,0.16116507,0.0011314162,0.82739204
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3026.jpg,0.93755484,0.046116445,0.0065300153,0.0024319966,0.0073666587
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3032.jpg,0.8898219,0.06958539,0.003498798,0.0014625413,0.03563144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3036.jpg,0.00044733082,0.000392774,0.76487994,0.016562061,0.21771796
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3027.jpg,0.93755484,0.046116445,0.0065300153,0.0024319966,0.0073666587
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3035.jpg,0.06256091,0.007966123,0.2511176,0.597689,0.08066645
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3038.jpg,0.03850171,0.06323577,0.39676672,0.13334335,0.36815244
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3044.jpg,0.00045062156,0.00039618489,0.13025163,0.0002811781,0.86862034
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3045.jpg,0.9984987,0.000851462,0.00021657496,2.7266991e-05,0.00040607303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3048.jpg,0.9353035,0.0019506331,0.0009353181,0.00075634365,0.061054073
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3049.jpg,0.0003743891,0.00040975172,0.27548438,0.00025585547,0.7234756
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3052.jpg,0.003151518,0.9966677,4.600984e-05,0.0001217352,1.3068073e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3057.jpg,0.00068528624,0.00040884773,0.9318208,0.0010380327,0.06604704
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3053.jpg,0.001559005,0.0011944019,0.02689235,0.96782225,0.0025320512
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3060.jpg,0.021639843,0.03792022,0.38067225,0.52424735,0.0355203
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3051.jpg,8.859555e-06,8.823224e-06,0.9900121,0.000113120295,0.00985717
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3062.jpg,0.004641808,0.014742087,0.03332017,0.0013941026,0.9459018
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3059.jpg,0.018290622,0.08497751,0.12379334,0.01231664,0.76062185
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3067.jpg,0.0007352535,0.0012390943,0.3595699,0.63697433,0.0014814411
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3063.jpg,0.7114971,0.019491123,0.009291426,0.0014724374,0.25824788
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3069.jpg,0.18638755,0.36327946,0.13560884,0.03896707,0.27575716
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3071.jpg,0.9992679,0.00053625874,8.539249e-06,1.71919e-05,0.00017009857
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3068.jpg,0.12549643,0.37530702,0.1616484,0.03113883,0.30640936
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3070.jpg,0.0067079654,0.009082115,0.62396276,0.33630082,0.023946365
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3065.jpg,0.0012157711,0.00031111957,0.86041605,0.1371738,0.0008833408
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3034.jpg,0.9984707,0.0008778355,0.00015901678,0.00032463096,0.00016784153
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3076.jpg,0.000119011136,3.539146e-05,0.9570178,0.00027962672,0.0425482
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3079.jpg,0.06897917,0.49180365,0.3230754,0.049720686,0.066421166
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3078.jpg,0.9850155,0.011003896,0.0003559817,0.00040379295,0.003220846
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3074.jpg,0.0014804202,0.0014444399,0.002829614,0.00015154824,0.99409395
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3075.jpg,0.0038277048,0.00071431807,0.92735475,0.062605225,0.0054980586
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3085.jpg,0.001678201,0.00031355163,0.0002842415,7.93488e-06,0.99771607
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3088.jpg,8.8073015e-05,0.00020712313,0.0017826768,0.9978477,7.4439704e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3086.jpg,0.07806345,0.0048835995,0.020727107,0.0020252753,0.8943005
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3089.jpg,0.99868566,0.0011686512,2.0965552e-05,1.1946631e-05,0.0001127174
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3092.jpg,0.0003618695,9.5584575e-05,0.22609097,0.7726066,0.00084494357
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3082.jpg,0.98895043,0.008273177,0.0014678444,0.0011282761,0.00018030015
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3094.jpg,0.29815605,0.5030255,0.006666071,0.00042357255,0.19172877
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3095.jpg,0.26821738,0.16188353,0.24299331,0.28654638,0.040359363
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3096.jpg,0.005042939,0.0017113057,0.0121611925,0.000297259,0.9807873
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3098.jpg,0.99750143,0.0021829228,0.00011464977,0.00010659865,9.445026e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3099.jpg,0.1625973,0.0060945824,0.012968241,0.0025706799,0.8157693
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3100.jpg,0.002054612,0.00033832208,0.30369747,0.69194096,0.0019686304
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3102.jpg,0.021360222,0.0026696585,0.0069645722,0.0011204642,0.967885
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3103.jpg,0.2783894,0.027821526,0.02413824,0.0068008946,0.66284996
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3109.jpg,0.53911895,0.09663911,0.07694115,0.081351504,0.2059493
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3107.jpg,0.00045881167,0.00051170937,0.8266191,0.0008737522,0.17153658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3114.jpg,0.9591656,0.03834047,0.00064436515,0.00034867585,0.001500949
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3120.jpg,0.9953778,0.004181,0.00018224842,0.00022019341,3.8793274e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3115.jpg,0.056737304,0.413779,0.016954798,0.0009316583,0.5115972
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3119.jpg,0.99863476,0.0013228643,1.601075e-05,1.1644781e-05,1.480515e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3117.jpg,0.016525174,0.066300265,0.017121963,0.00044808537,0.8996045
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3122.jpg,0.017009018,0.009123115,0.015249294,0.00075699843,0.9578616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3125.jpg,0.98962164,0.0082022445,0.0001982221,0.00016026663,0.0018175994
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3124.jpg,0.021394486,0.0021127926,0.002044929,0.00018791424,0.97425985
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3126.jpg,0.016206387,0.0035171842,0.0382824,0.011049637,0.93094444
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3093.jpg,0.9846528,0.0126807885,0.0005980174,0.0006877401,0.0013805745
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3121.jpg,0.52780783,0.4630842,0.002687272,0.005640523,0.00078018877
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3127.jpg,0.99770135,0.0014247429,9.15165e-05,5.3455682e-05,0.00072894356
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3128.jpg,0.99397767,0.00020502314,0.00017659979,3.1635012e-05,0.0056091547
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3131.jpg,0.005698714,0.011232157,0.3416242,0.044219013,0.5972259
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3132.jpg,0.0015510704,0.00019225317,0.0067534414,0.000114393064,0.99138886
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3130.jpg,0.0005587458,0.000107122876,0.119564004,0.87960804,0.00016202213
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3138.jpg,0.98475665,0.015080611,7.455753e-05,3.130315e-05,5.6945144e-05
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3133.jpg,8.3785206e-05,7.38459e-05,0.01550006,3.296749e-05,0.9843093
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3139.jpg,0.99853873,0.00039327107,0.00011351521,4.1617463e-05,0.0009129189
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3135.jpg,0.9981206,0.0014478696,8.026827e-05,7.2388444e-05,0.00027883844
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3136.jpg,0.31656379,0.021428315,0.007024305,0.009132591,0.645851
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3140.jpg,0.0003335169,0.00047000375,0.29878515,0.0015664895,0.69884485
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3145.jpg,7.4354655e-05,4.0261173e-05,0.36268526,1.745609e-05,0.63718265
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3134.jpg,0.69665045,0.029897034,0.002256305,0.001333797,0.26986244
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3143.jpg,0.005221396,0.000229294,0.0009258562,0.00015656042,0.9934669
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3146.jpg,0.005698714,0.011232157,0.3416242,0.044219013,0.5972259
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3156.jpg,0.93992215,0.0036231868,0.00044585599,7.809041e-05,0.055930767
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3148.jpg,0.063219875,0.0067796777,0.0035195893,0.00035117654,0.9261297
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3151.jpg,0.009064573,0.0048497305,0.0073790345,0.00013651859,0.97857016
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3149.jpg,0.9170621,0.0015368045,0.0004957292,3.0497173e-05,0.08087479
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3152.jpg,0.99026793,0.001721109,0.00012221017,7.282548e-05,0.0078159105
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3157.jpg,0.023062715,0.028577084,0.27543938,0.5942167,0.07870414
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3163.jpg,0.9953561,0.0042504054,5.2238265e-05,8.144602e-05,0.00025987125
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3159.jpg,0.11699186,0.085953556,0.06623234,0.06344211,0.6673801
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3160.jpg,0.9259904,0.06337348,0.0030472619,0.0036586497,0.003930343
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3161.jpg,0.6362831,0.011129627,0.0002855476,0.00044735093,0.3518544
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3162.jpg,0.9953561,0.0042504054,5.2238265e-05,8.144602e-05,0.00025987125
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3158.jpg,0.0008919495,0.00015484734,0.812122,0.1861085,0.0007227059
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3164.jpg,0.00021043103,0.0008554981,0.00016089839,1.005505e-06,0.9987722
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3165.jpg,0.00021043103,0.0008554981,0.00016089839,1.005505e-06,0.9987722
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3166.jpg,0.025707515,0.33877295,0.08042105,0.5117289,0.043369584
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3168.jpg,0.99561596,0.0011523195,4.3479184e-05,2.1970622e-05,0.0031663652
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3170.jpg,0.008824865,0.0073342435,0.0015109022,0.00026852632,0.9820613
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3169.jpg,0.97523206,0.02304073,0.000724658,0.0005673276,0.00043526423
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3172.jpg,0.9350213,0.053525213,0.00075099943,0.00025665297,0.010445763
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3171.jpg,0.99806136,0.0013213471,5.969895e-05,1.3012933e-05,0.00054455356
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3174.jpg,8.026697e-06,3.7041927e-06,0.997165,0.0023315991,0.00049162144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3176.jpg,0.99029875,0.0010282894,9.951972e-05,1.3580223e-05,0.008559923
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3179.jpg,0.08787993,0.31921667,0.10351914,0.43841508,0.05096915
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3180.jpg,0.037936673,0.2921188,0.101263724,0.50563776,0.06304302
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3181.jpg,0.008090137,0.020645013,0.18690571,0.0071502053,0.77720886
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3186.jpg,0.9867185,0.012487144,0.00010304001,7.5304706e-05,0.00061597844
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3184.jpg,0.9991304,0.0003545971,7.711607e-05,2.0790276e-05,0.00041712853
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3187.jpg,0.0006243554,0.0017280335,0.0005234595,1.5223991e-05,0.9971089
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3178.jpg,0.029660849,0.0006223519,0.0015907694,0.00070756144,0.96741843
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3188.jpg,0.048692595,0.013344531,0.11906357,0.087769106,0.7311301
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3189.jpg,0.9277372,0.015966011,0.021870045,0.002116342,0.032310426
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3192.jpg,0.043054435,0.092302166,0.44628114,0.008841736,0.4095205
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3190.jpg,0.9986185,0.00011220372,3.8681603e-05,1.1915052e-05,0.0012187042
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3191.jpg,0.00053071993,8.180754e-05,0.08663907,7.74324e-05,0.91267097
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3175.jpg,0.44249606,0.5348578,0.0060200463,0.014998778,0.0016272722
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3193.jpg,0.023801768,0.03581882,0.5332702,0.18994285,0.21716633
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3194.jpg,0.8713155,0.00938726,0.025369374,0.06857683,0.025351055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3195.jpg,0.9990068,0.00024733483,0.00042306818,7.661286e-05,0.00024627917
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3199.jpg,0.9648245,0.0058583664,0.007072671,0.013502292,0.008742145
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3198.jpg,0.026481848,0.63569105,0.052568547,0.0034849925,0.28177354
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3196.jpg,1.3078386e-05,3.0886708e-06,0.99732673,9.910406e-05,0.0025579866
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3201.jpg,0.00031102975,0.0006998257,0.9081382,0.085743405,0.0051074736
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3204.jpg,0.9547792,0.002854855,0.00041931987,0.00023578355,0.041710813
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3205.jpg,2.464429e-05,1.9143068e-05,0.0048495377,2.7744557e-06,0.99510384
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3207.jpg,0.2172546,0.708667,0.005617346,0.005998105,0.062462922
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3206.jpg,0.11723925,0.036005877,0.007748356,0.00015413824,0.8388524
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3203.jpg,0.04302382,0.00036648428,0.0024816825,5.1009596e-05,0.95407695
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3214.jpg,0.14341536,0.13836263,0.15075393,0.021907546,0.5455606
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3209.jpg,0.8756086,0.0099414,0.009743442,0.00056295947,0.10414367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3215.jpg,0.36014476,0.016562397,0.0032752517,0.00049098965,0.61952657
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3212.jpg,6.9310074e-05,5.2330364e-05,0.3203176,0.67874026,0.0008204631
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3216.jpg,0.13567522,0.32858744,0.008689413,0.0014306349,0.52561724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3208.jpg,0.15085962,0.0066929203,0.0027828335,0.0023967228,0.837268
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3218.jpg,0.13567522,0.32858744,0.008689413,0.0014306349,0.52561724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3219.jpg,0.04046024,0.13093956,0.017874075,0.000999259,0.80972683
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3221.jpg,0.23579866,0.20739645,0.018328473,0.0020438754,0.53643256
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3217.jpg,0.32709497,0.3789214,0.004914569,0.001209569,0.2878595
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3223.jpg,0.1957575,0.62112254,0.0067439377,0.002366406,0.1740096
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3224.jpg,0.0007644295,9.533905e-05,0.3805184,0.6177765,0.00084534544
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3228.jpg,0.23893446,0.7282105,0.005968758,0.00032468117,0.026561562
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3229.jpg,0.024904909,0.007695029,0.0075601754,0.00094020396,0.9588997
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3230.jpg,0.000106603686,3.985142e-05,0.98807484,0.0069941552,0.0047845882
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3234.jpg,0.01037112,0.050139207,0.06948906,0.0042021004,0.8657986
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3232.jpg,0.37250075,0.05271771,0.4146248,0.12948112,0.030675597
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3231.jpg,0.6681435,0.18946043,0.039501734,0.03384398,0.069050364
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3238.jpg,0.006584326,0.00084496936,0.0007342079,4.1144045e-05,0.99179536
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3247.jpg,0.0014148107,0.0024157558,0.89225465,0.08092481,0.022990052
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3244.jpg,0.003677545,0.013830821,0.12689686,0.0014413461,0.85415345
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3240.jpg,0.00039564405,0.00013365231,0.3747913,0.6238904,0.00078906474
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/3236.jpg,0.0012565386,0.00021265949,0.7122216,0.0037676375,0.2825416
